District,Municipality,Stembureau,Party,Candidate,Total
Leiden,Zoetermeer,31,23,25,0
Leiden,Zoetermeer,31,23,26,0
Leiden,Zoetermeer,31,23,27,0
Leiden,Zoetermeer,31,23,28,0
Leiden,Zoetermeer,31,24,1,0
Leiden,Zoetermeer,31,24,2,0
Leiden,Zoetermeer,31,24,3,0
Leiden,Zoetermeer,31,24,4,0
Leiden,Zoetermeer,31,24,5,0
Leiden,Zoetermeer,31,24,6,0
Leiden,Zoetermeer,31,24,7,0
Leiden,Zoetermeer,31,24,8,0
Leiden,Zoetermeer,31,24,9,0
Leiden,Zoetermeer,31,24,10,0
Leiden,Zoetermeer,31,24,11,0
Leiden,Zoetermeer,31,24,12,0
Leiden,Zoetermeer,31,24,13,0
Leiden,Zoetermeer,31,24,14,0
Leiden,Zoetermeer,31,24,15,0
Leiden,Zoetermeer,31,24,16,0
Leiden,Zoetermeer,31,24,17,0
Leiden,Zoetermeer,31,25,1,0
Leiden,Zoetermeer,31,25,2,0
Leiden,Zoetermeer,31,25,3,0
Leiden,Zoetermeer,31,25,4,0
Leiden,Zoetermeer,31,25,5,0
Leiden,Zoetermeer,31,25,6,0
Leiden,Zoetermeer,31,25,7,0
Leiden,Zoetermeer,31,25,8,0
Leiden,Zoetermeer,31,25,9,0
Leiden,Zoetermeer,31,25,10,0
Leiden,Zoetermeer,31,26,1,0
Leiden,Zoetermeer,31,26,2,0
Leiden,Zoetermeer,31,26,3,0
Leiden,Zoetermeer,31,26,4,0
Leiden,Zoetermeer,31,26,5,0
Leiden,Zoetermeer,31,26,6,0
Leiden,Zoetermeer,31,26,7,0
Leiden,Zoetermeer,31,26,8,0
Leiden,Zoetermeer,31,26,9,0
Leiden,Zoetermeer,31,26,10,0
Leiden,Zoetermeer,31,26,11,0
